Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Purugly (Shadow),75.6,432,normal,none,125.5,105.5,133,1762021,28.5,1489,Shadow Claw,Aerial Ace,Thunder,5,8,3,50000
Skuntank (Shadow),75.6,435,poison,dark,121.7,95.2,157,1819546,23.5,1490,Poison Jab,Crunch,Trailblaze,7,8,3,50000
Nidoking,75.4,34,poison,ground,130.1,104.1,127,1719018,21.5,1498,Double Kick,Sand Tomb,Earth Power,4,5,3,50000
Tangrowth (Shadow),75.4,465,grass,none,121.8,112,135,1842421,18.5,1498,Vine Whip,Power Whip,Rock Slide,7,6,3,50000
Turtwig (Shadow),75.4,387,grass,none,112.6,105,135,1596678,50,1342,Razor Leaf,Body Slam,Energy Ball,9,14,3,10000
Wobbuffet (Shadow),75.4,202,psychic,none,63,101.7,333,2133829,50,1160,Counter,Mirror Coat,Frustration,8,10,3,50000
Magmar (Shadow),75.3,126,fire,none,136.6,107.5,112,1645117,23.5,1499,Karate Chop,Fire Punch,Scorching Sands,5,7,5,75000
Nidorina,75.3,30,poison,none,110.9,113.4,157,1975496,50,1480,Poison Sting,Poison Fang,Return,5,8,3,50000
Parasect,75.3,47,bug,grass,124.2,118.3,122,1792012,30.5,1495,Fury Cutter,X-Scissor,Cross Poison,10,9,3,50000
Arcanine,75.1,59,fire,none,132.7,104,122,1683972,18.5,1497,Snarl,Wild Charge,Psychic Fangs,4,3,3,50000
Bibarel (Shadow),75.1,400,normal,water,124.2,97.7,149,1807978,30.5,1499,Water Gun,Surf,Hyper Fang,14,17,1,10000
Golduck,75.1,55,water,none,125.5,112.2,127,1787063,22.5,1499,Water Gun,Cross Chop,Liquidation,12,15,3,50000
Shelgon,75.1,372,dragon,none,123.3,118.4,123,1795453,27.5,1493,Dragon Breath,Flamethrower,Twister,19,15,5,75000
Ledian (Shadow),75,166,bug,flying,101.9,161.2,134,2201440,49,1500,Bug Bite,Aerial Ace,Dynamic Punch,14,17,1,10000
Sandshrew,75,27,ground,none,118.5,113.4,127,1706968,50,1426,Mud Shot,Dig,Rock Slide,6,5,3,50000
Slowking,75,199,water,psychic,113.4,120.9,143,1961133,22,1493,Water Gun,Surf,Psychic,14,19,3,50000
Kingdra (Shadow),74.6,230,water,dragon,121.8,126.1,119,1828072,21,1498,Dragon Breath,Outrage,Octazooka,20,17,3,50000
Oddish,74.6,43,grass,poison,122.7,106.7,120,1571110,50,1389,Razor Leaf,Seed Bomb,Sludge Bomb,12,13,3,50000
Pumpkaboo (Super),74.6,710,ghost,grass,111.8,113.4,141,1787612,50,1414,Astonish,Grass Knot,Foul Play,5,5,5,75000
Shelgon (Shadow),74.6,372,dragon,none,123.3,118.4,123,1795453,27.5,1493,Dragon Breath,Flamethrower,Dragon Pulse,19,20,5,75000
Slowbro,74.6,80,water,psychic,113.4,120.9,143,1961133,22,1493,Water Gun,Surf,Ice Beam,14,19,3,50000
Victini,74.6,494,psychic,fire,120.5,119.4,129,1855163,16.5,1498,Quick Attack,V-Create,Psychic,5,7,20,100000
Yanmega,74.6,469,bug,flying,137.3,98.3,121,1632541,18.5,1498,Wing Attack,Aerial Ace,Ancient Power,5,6,3,50000
Electrode (Shadow),74.5,101,electric,none,123.1,127.2,116,1816610,26.5,1496,Volt Switch,Discharge,Foul Play,3,3,3,50000
Ivysaur (Shadow),74.5,2,grass,poison,118.6,121.7,130,1876886,36.5,1493,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Magnemite,74.5,81,electric,steel,148.7,113.4,89,1501640,50,1495,Volt Switch,Magnet Bomb,Discharge,3,3,3,50000
Oranguru,74.5,765,normal,psychic,110.9,131.2,139,2021720,22.5,1499,Confusion,Foul Play,Future Sight,4,6,3,75000
Poliwhirl (Shadow),74.3,61,water,none,115.1,114.3,148,1947108,50,1500,Bubble,Scald,Mud Bomb,5,4,3,50000
Raichu (Alolan),74.3,26,electric,psychic,136.2,111.7,108,1643875,24.5,1499,Volt Switch,Wild Charge,Grass Knot,3,4,1,10000
Samurott (Hisuian),74.3,503,water,dark,133.2,95.6,132,1680851,20,1496,Fury Cutter,Dark Pulse,Icy Wind,13,12,3,10000
Slowking (Shadow),74.3,199,water,psychic,113.4,120.9,143,1961133,22,1493,Water Gun,Surf,Psychic,14,19,3,50000
Tranquill,74.3,520,normal,flying,124,101.4,143,1797495,49.5,1494,Steel Wing,Aerial Ace,Sky Attack,6,8,1,10000
Wormadam (Trash),74.3,413,bug,steel,105.2,150.9,134,2126928,42.5,1500,Confusion,Bug Buzz,Iron Head,5,5,1,10000
Typhlosion (Hisuian),74.2,157,fire,ghost,142.8,103.4,106,1564157,20,1500,Hex,Fire Punch,Shadow Ball,4,5,3,10000
Garchomp,74,445,dragon,ground,132.5,102.5,124,1683122,14,1495,Dragon Tail,Sand Tomb,Outrage,5,7,5,75000
Kingdra,74,230,water,dragon,121.8,126.1,119,1828072,21,1498,Dragon Breath,Outrage,Octazooka,20,17,3,50000
Rhyperior (Shadow),74,464,ground,rock,126.8,105.5,132,1766090,15,1498,Mud Slap,Breaking Swipe,Rock Wrecker,4,6,3,50000
Regice,73.9,378,ice,none,103.7,180.2,115,2149641,18,1497,Lock On,Blizzard,Earthquake,15,13,20,100000
Vespiquen,73.9,416,bug,flying,109.1,143.3,131,2049009,28.5,1500,Fury Cutter,X-Scissor,Power Gem,10,15,3,50000
Kricketune,73.7,402,bug,none,127.7,88,155,1742826,38,1492,Fury Cutter,X-Scissor,Aerial Ace,10,10,1,10000
Manectric (Shadow),73.7,310,electric,none,142.5,91.3,120,1561030,23.5,1494,Snarl,Wild Charge,Psychic Fangs,4,3,3,50000
Porygon2,73.7,233,normal,none,123.7,115.7,127,1816950,21,1500,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Arcanine (Shadow),73.6,59,fire,none,132.7,104,122,1683972,18.5,1497,Snarl,Wild Charge,Psychic Fangs,4,3,3,50000
Darmanitan (Standard),73.6,555,fire,none,151.3,71.4,137,1480445,18,1497,Incinerate,Rock Slide,Overheat,3,3,3,50000
Dewott,73.6,502,water,none,124.2,98.6,147,1800321,33.5,1498,Fury Cutter,Aqua Tail,X-Scissor,9,10,3,10000
Magnemite (Shadow),73.6,81,electric,steel,148.7,113.4,89,1501640,50,1495,Volt Switch,Magnet Bomb,Discharge,3,3,3,50000
Scolipede,73.6,545,bug,poison,132.6,121.1,105,1686037,23,1495,Poison Jab,X-Scissor,Sludge Bomb,6,8,1,10000
Shiinotic,73.6,756,grass,fairy,116.8,132.3,124,1915843,30.5,1497,Astonish,Moonblast,Seed Bomb,6,5,3,50000
Slowbro (Shadow),73.6,80,water,psychic,113.4,120.9,143,1961133,22,1493,Water Gun,Surf,Ice Beam,14,19,3,50000
Croconaw (Shadow),73.4,159,water,none,118.8,118.8,134,1891327,35,1499,Water Gun,Crunch,Ice Punch,15,14,3,10000
Golett (Shadow),73.4,622,ground,ghost,119.3,89.9,141,1512725,50,1344,Mud Slap,Shadow Punch,Brick Break,4,4,5,75000
Kingler,73.4,99,water,none,143.9,115,93,1539736,19.5,1495,Mud Shot,Crabhammer,X-Scissor,6,5,3,50000
Mawile (Shadow),73.4,303,steel,fairy,125.9,121.2,117,1784529,38.5,1500,Fire Fang,Power-Up Punch,Play Rough,7,12,5,75000
Moltres,73.4,146,fire,flying,136.3,102.6,117,1635633,16,1493,Wing Attack,Sky Attack,Ancient Power,7,6,20,100000
Tsareena,73.4,763,grass,none,131.6,119.9,108,1704753,19,1499,Magical Leaf,Grass Knot,Triple Axel,5,5,3,10000
Articuno (Shadow),73.3,144,ice,flying,113.2,143.6,122,1983584,18.5,1500,Ice Shard,Triple Axel,Ancient Power,5,5,20,100000
Bibarel,73.3,400,normal,water,124.2,97.7,149,1807978,30.5,1499,Water Gun,Surf,Hyper Fang,14,17,1,10000
Articuno,73.1,144,ice,flying,113.2,143.6,122,1983584,18.5,1500,Ice Shard,Triple Axel,Ancient Power,5,5,20,100000
Eelektrik,73.1,603,electric,none,123.2,110.9,133,1818238,36.5,1498,Spark,Crunch,Discharge,7,7,1,10000
Gurdurr,73.1,533,fighting,none,124.8,99.8,143,1781718,25.5,1491,Poison Jab,Brick Break,Stone Edge,5,8,5,75000
Hitmonlee,73.1,106,fighting,none,142.5,121.4,91,1573887,21.5,1497,Double Kick,Close Combat,Blaze Kick,4,4,5,75000
Amoonguss (Shadow),73,591,grass,poison,110.4,102,181,2038411,27,1500,Astonish,Grass Knot,Foul Play,5,5,3,50000
Feraligatr (Shadow),73,160,water,none,123.3,118,124,1803586,19.5,1493,Waterfall,Hydro Cannon,Crunch,5,6,3,10000
Pumpkaboo (Large),73,710,ghost,grass,113.4,115.1,133,1736900,50,1406,Astonish,Grass Knot,Foul Play,5,5,5,75000
Seismitoad,73,537,water,ground,120.3,101.5,152,1856073,22,1498,Mud Shot,Earth Power,Sludge Bomb,7,6,3,50000
Carracosta,72.8,565,water,rock,121.8,127.9,118,1839109,21,1497,Water Gun,Surf,Body Slam,14,12,5,75000
Ninjask,72.8,291,bug,flying,144.2,89.1,120,1541269,28,1496,Fury Cutter,Aerial Ace,Shadow Ball,10,14,5,75000
Sudowoodo (Shadow),72.8,185,rock,none,117.2,130.1,125,1905357,26,1496,Counter,Rock Slide,Meteor Beam,7,9,5,75000
Ho-Oh (Shadow),72.7,250,fire,flying,123.6,128.2,114,1806501,14.5,1500,Incinerate,Brave Bird,Earthquake,3,4,20,100000
Magmortar (Shadow),72.7,467,fire,none,141.4,103.4,108,1578615,17.5,1500,Karate Chop,Fire Punch,Thunderbolt,5,7,5,75000
Piloswine (Shadow),72.7,221,ice,ground,121.1,98.2,155,1842165,24,1497,Powder Snow,Avalanche,High Horsepower,6,8,3,50000
Salamence (Shadow),72.7,373,dragon,flying,142.9,92.6,117,1548425,14.5,1490,Dragon Tail,Outrage,Hydro Pump,7,9,5,75000
Dolliv,72.5,929,grass,normal,119.3,121.8,129,1875490,50,1498,Magical Leaf,Earth Power,Seed Bomb,6,5,3,50000
Fearow,72.5,22,normal,flying,132.6,102.7,124,1689204,28.5,1497,Steel Wing,Drill Run,Aerial Ace,7,6,1,10000
Graveler,72.5,75,rock,ground,122.9,127.3,117,1831093,30,1500,Mud Shot,Rock Slide,Dig,5,6,1,10000
Ho-Oh,72.5,250,fire,flying,123.6,128.2,114,1806501,14.5,1500,Incinerate,Brave Bird,Earthquake,3,4,20,100000
Scyther,72.5,123,bug,flying,134.9,110.7,111,1657053,20.5,1496,Fury Cutter,Night Slash,Aerial Ace,9,10,5,75000
Simisage,72.5,512,grass,none,136.6,94.5,126,1627774,23.5,1496,Vine Whip,Grass Knot,Crunch,7,6,3,50000
Swadloon,72.5,541,bug,grass,106.7,147.9,133,2099118,50,1500,Bug Bite,Energy Ball,Silver Wind,19,15,1,10000
Corsola,72.4,222,water,rock,109.3,141.6,133,2057200,47.5,1500,Bubble,Rock Blast,Bubble Beam,4,4,3,50000
Entei (Shadow),72.4,244,fire,none,128.8,96.2,141,1746495,16,1500,Fire Fang,Flame Charge,Scorching Sands,10,10,20,100000
Crawdaunt (Shadow),72.2,342,water,dark,144.5,96.9,110,1540695,22.5,1497,Snarl,Night Slash,Scald,3,4,3,50000
Feraligatr,72.2,160,water,none,123.3,118,124,1803586,19.5,1493,Waterfall,Hydro Cannon,Crunch,5,6,3,10000
Nuzleaf (Shadow),72.2,274,grass,dark,125.2,78.1,157,1536164,50,1387,Feint Attack,Leaf Blade,Foul Play,6,8,3,50000
Pidgeotto,72.2,17,normal,flying,110.9,100.8,147,1644149,50,1350,Wing Attack,Aerial Ace,Twister,5,6,1,10000
Raikou (Shadow),72.2,243,electric,none,130.9,110.1,118,1700490,16,1492,Thunder Shock,Wild Charge,Shadow Ball,5,7,20,100000
Hitmonlee (Shadow),72.1,106,fighting,none,142.5,121.4,91,1573887,21.5,1497,Double Kick,Close Combat,Blaze Kick,4,4,5,75000
Rhyperior,72.1,464,ground,rock,126.8,105.5,132,1766090,15,1498,Mud Slap,Breaking Swipe,Rock Wrecker,4,6,3,50000
Bouffalant,71.9,626,normal,none,118.9,115.9,136,1873804,20,1496,Mud Shot,Stomp,Megahorn,5,7,3,50000
Fuecoco,71.9,909,fire,none,106.7,93.3,152,1513000,50,1274,Incinerate,Crunch,Flamethrower,3,3,3,10000
Ludicolo,71.9,272,water,grass,117.1,123.7,132,1912593,24,1497,Bubble,Scald,Leaf Storm,5,5,3,50000
Mawile,71.9,303,steel,fairy,125.9,121.2,117,1784529,38.5,1500,Fire Fang,Power-Up Punch,Play Rough,7,12,5,75000
Palpitoad,71.9,536,water,ground,116.6,101.6,162,1919059,48.5,1497,Mud Shot,Earth Power,Sludge Wave,7,8,3,50000
Basculin,71.8,550,water,none,134,96.5,129,1667480,27,1495,Water Gun,Aqua Tail,Muddy Water,12,12,1,10000
Chandelure,71.8,609,ghost,fire,151.4,106.9,91,1472749,16.5,1498,Incinerate,Shadow Ball,Flame Charge,3,3,5,75000
Crawdaunt,71.8,342,water,dark,144.5,96.9,110,1540695,22.5,1497,Snarl,Night Slash,Scald,3,4,3,50000
Espeon,71.8,196,psychic,none,147.6,104.1,98,1505910,17,1491,Confusion,Psychic Fangs,Shadow Ball,3,5,5,75000
Exeggutor (Alolan),71.6,103,grass,dragon,134.4,94.2,131,1659647,18.5,1493,Dragon Tail,Seed Bomb,Draco Meteor,5,8,3,50000
Kyogre (Shadow),71.5,382,water,none,135.5,116.8,105,1661817,13.5,1500,Waterfall,Surf,Origin Pulse,5,8,20,100000
Raikou,71.5,243,electric,none,130.9,110.1,118,1700490,16,1492,Thunder Shock,Wild Charge,Shadow Ball,5,7,20,100000
Scraggy,71.5,559,dark,fighting,120.4,122.1,126,1851509,48,1494,Feint Attack,Foul Play,Brick Break,8,6,3,50000
Suicune (Shadow),71.5,245,water,none,107.4,141.9,137,2089025,18.5,1499,Snarl,Ice Beam,Scald,5,4,20,100000
Aggron (Shadow),71.3,306,steel,rock,116.1,154,107,1912293,18.5,1492,Smack Down,Meteor Beam,Thunder,8,8,1,10000
Archen,71.3,566,rock,flying,160.1,76,115,1399059,31,1497,Wing Attack,Ancient Power,Dragon Claw,6,5,5,75000
Klefki,71.3,707,steel,fairy,119,134.2,118,1884790,29.5,1499,Astonish,Foul Play,Play Rough,5,6,3,50000
Nuzleaf,71.3,274,grass,dark,125.2,78.1,157,1536164,50,1387,Feint Attack,Leaf Blade,Foul Play,6,8,3,50000
Croconaw,71.2,159,water,none,118.8,118.8,134,1891327,35,1499,Water Gun,Crunch,Ice Punch,15,14,3,10000
Drifloon (Shadow),71.2,425,ghost,flying,110.9,79.8,186,1646946,50,1353,Hex,Icy Wind,Shadow Ball,4,5,5,75000
Heatmor,71.2,631,fire,none,133.3,91.6,136,1660290,23,1489,Fire Spin,Flamethrower,Thunder Punch,6,4,3,50000
Huntail,71.2,367,water,none,131.5,126.3,102,1694679,24,1498,Water Gun,Aqua Tail,Crunch,12,15,3,50000
Magmortar,71.2,467,fire,none,141.4,103.4,108,1578615,17.5,1500,Karate Chop,Fire Punch,Thunderbolt,5,7,5,75000
Prinplup,71.2,394,water,none,119.1,116,136,1878103,37,1500,Bubble,Icy Wind,Hydro Pump,5,7,3,10000
Wyrdeer,71.2,899,normal,psychic,127,96.8,143,1757652,20.5,1495,Confusion,Wild Charge,Stomp,4,4,5,75000
Archeops,71,567,rock,flying,160.6,81.4,106,1385816,16.5,1494,Wing Attack,Ancient Power,Dragon Claw,6,5,5,75000
Golem,71,76,rock,ground,125.2,121.7,117,1782513,19,1497,Mud Shot,Stone Edge,Rock Blast,7,5,1,10000
Mewtwo (Shadow),71,150,psychic,none,148.4,94.4,108,1512714,13,1500,Psycho Cut,Psystrike,Thunderbolt,5,7,20,100000
Sliggoo,71,705,dragon,none,115.2,132.6,127,1940188,27,1499,Water Gun,Muddy Water,Dragon Pulse,12,20,5,75000
Slowpoke (Galarian),71,79,psychic,none,104.2,95,186,1840271,50,1386,Confusion,Surf,Psyshock,4,4,3,50000
Chinchou,70.9,170,water,electric,101.7,94.1,164,1569336,50,1265,Spark,Thunderbolt,Bubble Beam,8,6,3,50000
Cloyster (Shadow),70.9,91,water,ice,119.7,166,94,1867851,22,1499,Ice Shard,Icy Wind,Liquidation,5,5,3,50000
Pinsir,70.9,127,bug,none,141.3,111.5,101,1591266,18.5,1500,Fury Cutter,Close Combat,X-Scissor,12,10,5,75000
Pumpkaboo (Average),70.9,710,ghost,grass,114.3,116,126,1669772,50,1381,Astonish,Grass Knot,Foul Play,5,5,5,75000
Furfrou,70.7,676,normal,none,116.6,122.9,134,1919933,27,1500,Sucker Punch,Surf,Grass Knot,6,8,5,75000
Moltres (Shadow),70.7,146,fire,flying,136.3,102.6,117,1635633,16,1493,Wing Attack,Sky Attack,Ancient Power,7,6,20,100000
Porygon2 (Shadow),70.7,233,normal,none,123.7,115.7,127,1816950,21,1500,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Bisharp,70.6,625,dark,steel,139.2,111.5,103,1598638,19.5,1497,Snarl,Dark Pulse,X-Scissor,4,4,5,75000
Bonsly,70.6,438,rock,none,116.8,124.4,127,1844799,50,1472,Counter,Rock Slide,Earthquake,7,10,5,10000
Darumaka,70.6,554,fire,none,132,83.5,154,1697707,49,1499,Fire Fang,Fire Punch,Flame Charge,8,10,3,50000
Dodrio,70.6,85,normal,flying,144.4,99.1,108,1545284,23.5,1494,Steel Wing,Brave Bird,Drill Peck,8,6,3,50000
Glalie,70.6,362,ice,none,115.2,120.1,140,1937229,27,1498,Ice Shard,Avalanche,Shadow Ball,5,6,3,50000
Ursaring (Shadow),70.6,217,normal,none,140.3,89.1,128,1600223,19,1499,Shadow Claw,Close Combat,Trailblaze,6,7,3,50000
Drifloon,70.4,425,ghost,flying,110.9,79.8,186,1646946,50,1353,Hex,Icy Wind,Shadow Ball,4,5,5,75000
Electabuzz,70.4,125,electric,none,130.9,112.6,115,1694299,24,1490,Thunder Shock,Thunder Punch,Return,5,8,5,75000
Kangaskhan,70.4,115,normal,none,115.9,112.8,148,1934823,22,1500,Mud Slap,Crunch,Stomp,5,5,3,50000
Pawniard,70.4,624,dark,steel,132,107.8,118,1678084,49,1492,Fury Cutter,Night Slash,X-Scissor,9,10,5,75000
Pinsir (Shadow),70.4,127,bug,none,141.3,111.5,101,1591266,18.5,1500,Fury Cutter,Close Combat,X-Scissor,12,10,5,75000
Slowking (Galarian),70.4,199,poison,psychic,117.9,115.5,139,1893827,20.5,1498,Hex,Surf,Shadow Ball,4,5,3,50000
Turtwig,70.4,387,grass,none,112.6,105,135,1596678,50,1342,Razor Leaf,Body Slam,Energy Ball,9,14,3,10000
Breloom,70.3,286,grass,fighting,150.6,97.3,101,1480402,21,1493,Counter,Dynamic Punch,Grass Knot,8,8,3,50000
Celebi,70.3,251,psychic,grass,120.5,119.4,129,1855163,16.5,1498,Magical Leaf,Seed Bomb,Leaf Storm,5,6,20,100000
Tyranitar (Shadow),70.3,248,rock,dark,130.2,109.4,121,1723417,14.5,1498,Smack Down,Brutal Swing,Stone Edge,5,7,5,75000
Luxio,70.1,404,electric,none,134.1,91.1,137,1672950,47.5,1500,Spark,Wild Charge,Crunch,7,7,5,75000
Machop,70.1,66,fighting,none,127.7,81.5,157,1634495,50,1445,Karate Chop,Cross Chop,Return,5,9,3,50000
Minun,70.1,312,electric,none,116.8,126.8,129,1909761,37,1493,Spark,Thunderbolt,Grass Knot,8,8,3,50000
Tangela,70.1,114,grass,none,125,121.7,117,1778920,24.5,1491,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Claydol,70,344,ground,psychic,102.7,173.3,121,2153472,28.5,1488,Mud Slap,Rock Tomb,Scorching Sands,7,6,3,50000
Crustle (Shadow),70,558,bug,rock,120.9,134.1,114,1848465,22,1499,Smack Down,X-Scissor,Rock Slide,5,6,1,10000
Frogadier,70,657,water,none,135.4,99.2,123,1653012,39.5,1500,Bubble,Surf,Aerial Ace,4,4,3,10000
Gabite (Shadow),70,444,dragon,ground,128.8,101,133,1729456,30,1497,Mud Shot,Dig,Flamethrower,6,7,5,75000
Geodude (Alolan),70,74,rock,electric,123.5,123.5,113,1724177,50,1462,Volt Switch,Rock Slide,Thunderbolt,3,4,1,10000
Growlithe (Shadow),70,58,fire,none,126.9,90.8,135,1554545,50,1405,Ember,Body Slam,Flamethrower,6,10,3,50000
Magmar,70,126,fire,none,136.6,107.5,112,1645117,23.5,1499,Karate Chop,Fire Punch,Scorching Sands,5,7,5,75000
Sandygast,70,769,ghost,ground,113.4,111.8,135,1711543,50,1394,Mud Shot,Scorching Sands,Shadow Ball,6,7,3,50000
Crobat (Shadow),69.8,169,poison,flying,121.8,115.7,130,1832248,21,1496,Air Slash,Poison Fang,Shadow Ball,5,7,1,10000
Chansey,69.7,113,normal,none,63,120.2,421,3188219,50,1418,Zen Headbutt,Hyper Beam,Psychic,14,10,5,75000
Klang,69.7,600,steel,none,114.1,137,125,1954283,31.5,1494,Thunder Shock,Thunderbolt,Vise Grip,7,5,5,75000
Cloyster,69.5,91,water,ice,119.7,166,94,1867851,22,1499,Ice Shard,Icy Wind,Liquidation,5,5,3,50000
Hippopotas,69.5,449,ground,none,115.3,111.1,152,1946522,49,1498,Tackle,Body Slam,Dig,12,17,3,50000
Lileep (Shadow),69.5,345,rock,grass,100.8,138.6,151,2111110,50,1460,Infestation,Grass Knot,Ancient Power,5,4,3,50000
Delphox,69.4,655,fire,psychic,132.6,115.6,109,1671331,18,1491,Fire Spin,Blast Burn,Mystical Fire,5,5,3,10000
Magby,69.4,240,fire,none,139.5,95.8,120,1603478,50,1496,Karate Chop,Fire Punch,Brick Break,5,5,5,10000
Alomomola,69.2,594,water,none,96.7,98.8,240,2292831,26,1490,Waterfall,Hydro Pump,Blizzard,10,10,5,75000
Comfey,69.2,764,fairy,none,116.9,155.4,105,1907768,26.5,1494,Vine Whip,Grass Knot,Draining Kiss,7,7,3,50000
Crobat,69.2,169,poison,flying,121.8,115.7,130,1832248,21,1496,Air Slash,Poison Fang,Shadow Ball,5,7,1,10000
Golett,69.2,622,ground,ghost,119.3,89.9,141,1512725,50,1344,Mud Slap,Shadow Punch,Brick Break,4,4,5,75000
Rhydon,69.2,112,ground,rock,126.7,102.4,136,1765046,17,1498,Mud Slap,Breaking Swipe,Stone Edge,4,7,3,50000
Aggron,69.1,306,steel,rock,116.1,154,107,1912293,18.5,1492,Smack Down,Meteor Beam,Thunder,8,8,1,10000
Staraptor (Shadow),69.1,398,normal,flying,140.4,90.8,124,1581461,19.5,1492,Wing Attack,Fly,Close Combat,6,6,1,10000
Crustle,68.9,558,bug,rock,120.9,134.1,114,1848465,22,1499,Smack Down,X-Scissor,Rock Slide,5,6,1,10000
Geodude (Alolan) (Shadow),68.9,74,rock,electric,123.5,123.5,113,1724177,50,1462,Volt Switch,Rock Slide,Thunderbolt,3,4,1,10000
Latias,68.9,380,dragon,psychic,124.5,137.9,105,1802286,16,1499,Dragon Breath,Mist Ball,Thunder,20,20,20,100000
Omastar (Shadow),68.9,139,rock,water,126.1,128.4,109,1764728,20,1493,Mud Shot,Rock Slide,Hydro Pump,5,9,5,75000
Weepinbell,68.9,70,grass,poison,137.8,84.3,139,1614019,39.5,1493,Bullet Seed,Power Whip,Sludge Bomb,4,4,3,50000
Weepinbell (Shadow),68.9,70,grass,poison,137.8,84.3,139,1614019,39.5,1493,Bullet Seed,Power Whip,Sludge Bomb,4,4,3,50000
Beartic,68.8,614,ice,none,134.9,94.6,129,1646922,18,1491,Powder Snow,Ice Punch,Surf,5,5,3,50000
Incineroar,68.8,727,fire,dark,125.8,106.9,132,1775070,18.5,1498,Fire Fang,Dark Pulse,Blaze Kick,10,8,3,10000
Rhydon (Shadow),68.8,112,ground,rock,126.7,102.4,136,1765046,17,1498,Mud Slap,Breaking Swipe,Stone Edge,4,7,3,50000
Vivillon,68.8,666,bug,flying,133,84.5,150,1685529,30.5,1500,Gust,Aerial Ace,Bug Buzz,4,5,1,10000
Gabite,68.6,444,dragon,ground,128.8,101,133,1729456,30,1497,Mud Shot,Dig,Flamethrower,6,7,5,75000
Hippowdon (Shadow),68.6,450,ground,none,116.2,116.8,141,1912627,18,1494,Fire Fang,Weather Ball (Rock),Scorching Sands,7,10,3,50000
Klinklang,68.6,601,steel,none,124.9,140.2,102,1785632,21,1494,Thunder Shock,Mirror Shot,Zap Cannon,4,9,5,75000
Masquerain,68.6,284,bug,flying,130.3,107.8,122,1712792,24.5,1499,Air Slash,Bubble Beam,Lunge,5,5,1,10000
Tyrantrum,68.6,697,rock,dragon,130.2,113.4,116,1713446,17.5,1495,Dragon Tail,Meteor Beam,Crunch,7,5,5,75000
Braviary,68.5,628,normal,flying,134.3,94.1,132,1668093,18,1497,Steel Wing,Fly,Close Combat,7,7,5,75000
Hippopotas (Shadow),68.5,449,ground,none,115.3,111.1,152,1946522,49,1498,Tackle,Body Slam,Dig,12,17,3,50000
Jolteon,68.5,135,electric,none,138.6,113,103,1612419,19,1495,Volt Switch,Discharge,Last Resort,3,4,5,75000
Entei,68.3,244,fire,none,128.8,96.2,141,1746495,16,1500,Fire Fang,Flame Charge,Scorching Sands,10,10,20,100000
Mr. Rime,68.2,866,ice,psychic,129,114.1,118,1737399,20,1499,Confusion,Icy Wind,Psychic,4,5,5,75000
Camerupt (Shadow),68,323,fire,ground,134.9,101.2,122,1665522,25.5,1499,Incinerate,Earth Power,Overheat,3,3,3,50000
Lugia,68,249,psychic,flying,102.4,165,129,2181164,15,1496,Dragon Tail,Sky Attack,Aeroblast,6,9,20,100000
Lumineon,68,457,water,none,109.5,137.2,136,2042625,33,1497,Water Gun,Silver Wind,Blizzard,15,25,3,50000
Ponyta,68,77,fire,none,134.8,109.4,113,1666179,36.5,1500,Ember,Flame Charge,Stomp,9,7,3,50000
Arboliva,67.9,930,grass,normal,129.9,115.5,115,1724594,18.5,1499,Magical Leaf,Earth Power,Seed Bomb,6,5,3,50000
Combusken (Shadow),67.9,256,fire,fighting,131,99.6,131,1710523,39,1497,Ember,Rock Slide,Flame Charge,8,9,3,10000
Luxio (Shadow),67.9,404,electric,none,134.1,91.1,137,1672950,47.5,1500,Spark,Wild Charge,Crunch,7,7,5,75000
Corphish (Shadow),67.7,341,water,none,131.1,95.8,117,1469211,50,1391,Bubble,Scald,Razor Shell,5,4,3,50000
Growlithe,67.7,58,fire,none,126.9,90.8,135,1554545,50,1405,Ember,Body Slam,Flamethrower,6,10,3,50000
Hippowdon,67.7,450,ground,none,116.2,116.8,141,1912627,18,1494,Fire Fang,Weather Ball (Rock),Scorching Sands,7,10,3,50000
Pumpkaboo (Small),67.7,710,ghost,grass,115.1,116.8,119,1600115,50,1359,Astonish,Grass Knot,Foul Play,5,5,5,75000
Zygarde (10% Forme),67.7,718,dragon,ground,135.2,120.4,101,1644400,23,1497,Dragon Tail,Crunch,Earthquake,5,8,20,100000
Chespin,67.6,650,grass,none,105,101.7,136,1452456,50,1239,Vine Whip,Body Slam,Seed Bomb,5,6,3,10000
Clamperl,67.6,366,water,none,124.4,126,105,1645929,50,1436,Water Gun,Body Slam,Ice Beam,12,19,3,50000
Combusken,67.6,256,fire,fighting,131,99.6,131,1710523,39,1497,Ember,Rock Slide,Flame Charge,8,9,3,10000
Drilbur (Shadow),67.6,529,ground,none,139.5,81.9,141,1610077,49,1499,Mud Slap,Drill Run,Rock Tomb,5,7,3,50000
Houndoom,67.6,229,dark,fire,140.8,94.9,119,1589764,21,1498,Snarl,Crunch,Flamethrower,4,5,3,50000
